TAG,,AI_RIO2_SPARE_09,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,AI_RIO2_SPARE_09_HTY,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,AI_RIO2_SPARE_10,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,AI_RIO2_SPARE_10_HTY,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,AI_RIO2_SPARE_11,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,AI_RIO2_SPARE_11_HTY,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_LS_201_LOW,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_LS_202_LOW,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_LS_203_LOW,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_LS_203_LOWLOW,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_MV_201_ZSC,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_MV_201_ZSO,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_P_201_AUTO,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_P_201_FAULT,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_P_201_RUN,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_P_202_AUTO,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_P_202_FAULT,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_P_202_RUN,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_P_203_AUTO,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_P_203_FAULT,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_P_203_RUN,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_P_204_AUTO,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_P_204_FAULT,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_P_204_RUN,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_P_205_AUTO,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_P_205_FAULT,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_P_205_RUN,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_P_206_AUTO,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_P_206_FAULT,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_P_206_RUN,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_P_207_AUTO,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_P_207_FAULT,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_P_207_RUN,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_P_208_AUTO,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_P_208_FAULT,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_P_208_RUN,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_WIFI_PLC_2,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DI_WIFI_RIO_2,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DO_MV_201_CLOSE,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DO_MV_201_OPEN,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DO_P_201_START,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DO_P_202_START,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DO_P_203_START,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DO_P_204_START,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DO_P_205_START,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DO_P_206_START,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DO_P_207_START,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DO_P_208_START,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DO_RIO2_SPARE_04,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DO_RIO2_SPARE_05,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DO_RIO2_SPARE_06,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DO_RIO2_SPARE_07,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DO_RIO2_SPARE_08,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DO_RIO2_SPARE_09,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DO_RIO2_SPARE_10,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DO_RIO2_SPARE_11,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DO_RIO2_SPARE_12,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DO_RIO2_SPARE_13,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DO_RIO2_SPARE_14,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DO_RIO2_SPARE_15,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,FIT201_FB,"","FIT_FBD","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_AIT201,"","AIN_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_AIT202,"","AIN_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_AIT203,"","AIN_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_AIT402,"","AIN_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_AIT501,"","AIN_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_AIT502,"","AIN_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_AIT503,"","AIN_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_AIT504,"","AIN_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_FIT201,"","FIT_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_HCL_PH_DOSING,"","DOSING_SETPOINT_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_LIT301,"","AIN_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_LS201,"","SWITCH_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_LS202,"","SWITCH_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_LSL203,"","SWITCH_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_LSLL203,"","SWITCH_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_MV201,"","MV_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_MV301,"","MV_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_NACL_COND_DOSING,"","DOSING_SETPOINT_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_NAOCL_FAC_FAC_DOSING,"","DOSING_SETPOINT_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_NAOCL_FAC_UF_DOSING,"","DOSING_SETPOINT_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_P201,"","PMP_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_P201_MSG,"","PRECONDITION_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_P202,"","PMP_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_P202_MSG,"","PRECONDITION_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_P203,"","PMP_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_P203_MSG,"","PRECONDITION_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_P204,"","PMP_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_P204_MSG,"","PRECONDITION_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_P205,"","PMP_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_P205_MSG,"","PRECONDITION_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_P206,"","PMP_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_P206_MSG,"","PRECONDITION_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_P207,"","PMP_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_P207_MSG,"","PRECONDITION_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_P208,"","PMP_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_P208_MSG,"","PRECONDITION_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_P2_PERMISSIVE,"","AUTOINP_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_P2_READY,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_P2_SHUTDOWN,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_P2_STATE,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_PLANT,"","PLANT_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_PLANT_AUTO,"","PLANT_AUTO_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_PLANT_RESET,"","PLANT_AUTO_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_P_HCL_DUTY,"","Duty2_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_P_NACL_DUTY,"","Duty2_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_P_NAOCL_FAC_DUTY,"","Duty2_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_P_NAOCL_UF_DUTY,"","Duty2_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_P_RAW_WATER_DUTY,"","Duty2_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_START_PLANT,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_STOP_PLANT,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,HMI_WIFI,"","WIFI_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,Logix_Status,"","Logix_Status_FP","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,LS201_FB,"","SWITCH_FBD","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,LS202_FB,"","SWITCH_FBD","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,LS203_FB,"","SWITCH_FBD","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,LS203_FB_01,"","SWITCH_FBD","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,LSLL203_FB,"","SWITCH_FBD","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,MV201_FB,"","MV_FBD","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,P201_FB,"","PMP_FBD","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,P202_FB,"","PMP_FBD","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,P203_FB,"","PMP_FBD","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,P204_FB,"","PMP_FBD","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,P205_FB,"","PMP_FBD","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,P206_FB,"","PMP_FBD","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,P207_FB,"","PMP_FBD","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,P208_FB,"","PMP_FBD","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,P2_P2078_AUTOINP,"","AUTOINP_UDT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,P_HCL_DUTY_FB,"","Duty2_FBD","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,P_NACL_DUTY_FB,"","Duty2_FBD","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,P_NAOCL_FAC_DUTY_FB,"","Duty2_FBD","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,P_NAOCL_UF_DUTY_FB,"","Duty2_FBD","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,P_RAW_WATER_DUTY_FB,"","Duty2_FBD","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,REDUNDANT_STATUS,"","RED_STAT","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,TEST_REAL,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,TON_FIT102_P1_TM,"","FBD_TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,TON_FIT102_P2_TM,"","FBD_TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,TON_FIT102_P3_TM,"","FBD_TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,TON_FIT102_P4_TM,"","FBD_TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,TON_FIT102_P5_TM,"","FBD_TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,TON_FIT102_P6_TM,"","FBD_TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,TON_FIT102_TM,"","FBD_TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,W_AI_AIT_201_COND,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,W_AI_AIT_201_COND_HTY,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,W_AI_AIT_202_PH,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,W_AI_AIT_202_PH_HTY,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,W_AI_AIT_203_ORP,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,W_AI_AIT_203_ORP_HTY,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,W_AI_FIT_201_FLOW,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,W_AI_FIT_201_FLOW_HTY,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,_FIT201_Tot_Enb,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,_MV201_AutoInp,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,_MV201_AutoInp_P1,"","INT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,_P201_AutoInp,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,_P202_AutoInp,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,_P203_AutoInp,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,_P204_AutoInp,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,_P205_AutoInp,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,_P206_AutoInp,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,_P207_AutoInp,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,_P208_AutoInp,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,_P_HCL_DUTY_AutoInp,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,_P_NACL_DUTY_AutoInp,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,_P_NAOCL_FAC_DUTY_AutoInp,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,_P_NAOCL_UF_DUTY_AutoInp,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,_P_RAW_WATER_DUTY_AutoInp,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Memory_Message,"","MESSAGE","","(ExternalAccess := Read/Write, MessageType := CIP Generic, RequestedLength := 12, ConnectedFlag := 2, ConnectionPath := ""1, 0"", CommTypeCode := 0, ServiceCode := 16#0003, ObjectType := 16#0072, TargetObject := 1, AttributeNumber := 16#0000, LocalIndex := 0, LocalElement := ""Logix_Status.MemoryRequestData[0]"", DestinationTag := ""Logix_Status.MemoryTemp[0]"", LargePacketUsage := false)"
TAG,,P3_LIT301_MSG,"","MESSAGE","","(ExternalAccess := Read/Write, MessageType := CIP Data Table Read, RemoteElement := ""HMI_LIT301"", RequestedLength := 1, ConnectedFlag := 1, ConnectionPath := ""P3_CONTROLLER"", CommTypeCode := 0, LocalIndex := 0, LocalElement := ""HMI_LIT301"", CacheConnections := ""TRUE"")"
TAG,,P3_MV301_MSG,"","MESSAGE","","(ExternalAccess := Read/Write, MessageType := CIP Data Table Read, RemoteElement := ""HMI_MV301"", RequestedLength := 1, ConnectedFlag := 1, ConnectionPath := ""P3_CONTROLLER"", CommTypeCode := 0, LocalIndex := 0, LocalElement := ""HMI_MV301"", CacheConnections := ""TRUE"")"
TAG,,P4_AIT402_MSG,"","MESSAGE","","(ExternalAccess := Read/Write, MessageType := CIP Data Table Read, RemoteElement := ""HMI_AIT402"", RequestedLength := 1, ConnectedFlag := 1, ConnectionPath := ""P4_CONTROLLER"", CommTypeCode := 0, LocalIndex := 0, LocalElement := ""HMI_AIT402"", CacheConnections := ""TRUE"")"
TAG,,P5_AIT501_PH_MSG,"","MESSAGE","","(ExternalAccess := Read/Write, MessageType := CIP Data Table Write, RemoteElement := ""HMI_AIT501"", RequestedLength := 1, ConnectedFlag := 1, ConnectionPath := ""P5_CONTROLLER"", CommTypeCode := 0, LocalIndex := 0, LocalElement := ""HMI_AIT501"", CacheConnections := ""TRUE"")"
TAG,,P5_AIT502_ORP_MSG,"","MESSAGE","","(ExternalAccess := Read/Write, MessageType := CIP Data Table Read, RemoteElement := ""HMI_AIT502"", RequestedLength := 1, ConnectedFlag := 1, ConnectionPath := ""P5_CONTROLLER"", CommTypeCode := 0, LocalIndex := 0, LocalElement := ""HMI_AIT502"", CacheConnections := ""TRUE"")"
TAG,,P5_AIT503_COND_MSG,"","MESSAGE","","(ExternalAccess := Read/Write, MessageType := CIP Data Table Read, RemoteElement := ""HMI_AIT503"", RequestedLength := 1, ConnectedFlag := 1, ConnectionPath := ""P5_CONTROLLER"", CommTypeCode := 0, LocalIndex := 0, LocalElement := ""HMI_AIT503"", CacheConnections := ""TRUE"")"
TAG,,P5_AIT504_COND_MSG,"","MESSAGE","","(ExternalAccess := Read/Write, MessageType := CIP Data Table Read, RemoteElement := ""HMI_AIT504"", RequestedLength := 1, ConnectedFlag := 1, ConnectionPath := ""P5_CONTROLLER"", CommTypeCode := 0, LocalIndex := 0, LocalElement := ""HMI_AIT504"", CacheConnections := ""TRUE"")"
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
TAG,MainProgram,AIN_FBD_X_01,"","AIN_FBD","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,_MV_201_SR,"","DOMINANT_SET","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,_P_HCL_DUTY_SR,"","DOMINANT_SET","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,_P_NACL_DUTY_SR,"","DOMINANT_SET","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,_P_NAOCL_FAC_DUTY_SR,"","DOMINANT_SET","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,_P_NAOCL_UF_DUTY_SR,"","DOMINANT_SET","","(Constant := false, ExternalAccess := Read/Write)"
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
TAG,AIN_FBD:AOI,WRIO_Enb,"","BOOL","","(RADIX := Decimal, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := true)"
TAG,AIN_FBD:AOI,Raw_RIO,"","INT","","(RADIX := Decimal, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := true)"
TAG,AIN_FBD:AOI,Raw_WRIO,"","INT","","(RADIX := Decimal, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := true)"
TAG,AIN_FBD:AOI,L_Raw_RIO,"","INT","","(RADIX := Decimal, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := true)"
TAG,AIN_FBD:AOI,H_Raw_RIO,"","INT","","(RADIX := Decimal, Usage := Input, ExternalAccess := Read/Write, Required := false, Visible := true)"
